 Company  Names!!,Car_Name @,Tipo de motor  ,CC / Batt.Capacidad , Horse Power(HP)! ,velocidad max kmh ,0_100 km/h  (seg) ,Precio $$ coche,TipoCombustible  ,  Num Asientos ,Par motor (Nm)??
Hyundai,I10,"1.2L,4-CYLINDER,INLINE-4(I4)","1,197cc",87hp,160km/h,12.2 sec,"$12,400 ",Petrol,5,120 Nm
Hyundai,I20,"1.4L,4-CYLINDER,INLINE-4(I4)","1,396cc",99hp,180km/h,10.5 sec,"$15,400 ",Petrol/Hybrid,5,250 Nm
Hyundai,ELANTRA,"2.0L,4-CYLINDER,INLINE-4(I4)","1,999cc",147hp,200km/h,9.5 sec,"$18,400 ",Petrol/Hybrid,5,250 Nm
Mahindra,XUV500,"2.2L,4-CYLINDER,INLINE-4(I4)",2179 cm3,155hp,180km/h,10.5 sec,"$18,400 ",Diesel,7,400 Nm
Mahindra,SCORPIO,"2.2L,4-CYLINDER,INLINE-4(I4)","2,179cc",140hp,160km/h,11.2 sec,"$16,400 ",Diesel,7,280
Mahindra,THAR,"2.0L,4-CYLINDER,INLINE-4(I4)","1,997cc",150hp,180km/h,10.5 sec,"$20,400 ",Petrol/Diesel,4,320 Nm
Maruti Suzuki,SWIFT,"1.2L,4-CYLINDER,INLINE-4(I4)","1,197cc",83-hp,160km/h,12.2 sec,"$10,400 ",Petrol,5,113 Nm
Maruti Suzuki,DZIRE,"1.2L,4-CYLINDER,INLINE-4(I4)","1,197cc",83-hp,160km/h,12.2 sec,,Petrol/Diesel,5,113 Nm
Maruti Suzuki,BREZZA,"1.5L,4-CYLINDER,INLINE(I4)",1462 cm3,103hp,180km/h,11.5 sec,"$14,400 ",Petrol,5,200 nm
Toyota,PRIUS PRIME,"2.0L,4-CYLINDER,WITH HYBRID SYSTEM","1,998cc",220hp,180km/h,6.7 sec,"$31,100 ",Plug-In Hybrid,5,220 nm
Toyota,GR COROLLA,"1.6L,TURBOCHARGED INLINE-3","1,618cc",300hp,230 kmh,5. 0 sec,"$36,995 ",Petrol,5,370 Nm
Toyota,LAND CRUISER 300,"3.3L,V6,TWIN TURBO DIESEL","3,346cc",305hp,210km/h,6.8 sec,"$58,500 ",Petrol/Diesel,7,650 Nm
Toyota,TUNDRA I-FORCE MAX,"3.5L,V6,HYBRID TWIN-TURBO","3,445cc",437hp,180km/h,6.2 sec,"$56,000 ",Hybrid,5,750 Nm
Toyota,COROLLA HATCHBACK XSE,"2.0L,INLINE-4","1,987cc",N/A,190km/h,8.2 sec,"$25,390 ",Petrol,5,250 Nm
Toyota,MIRAI,"HYDROGEN FUEL CELL,ELECTRIC MOTOR",1.24kwh,152hp,180km/h,9.0 sec,"$49,500 ",Hydrogen,5,335 Nm
Toyota,HILUX GR SPORT,"2.8L,TURBO,DIESEL","2,755cc",224hp,170km/h,10.0 sec,"$50,000 ",Petrol/Diesel,5,500 Nm
Toyota,ALPHARD EXECUTIVE LOUNGE,"2.5L,INLINE-4,HYBRID,OR 3.5L,V6","HYBRID(2,494cc),V6(3,456cc)",296hp,180km/h,8.5 sec,"$60,000 ",Petrol,7,400 Nm
Toyota,FORTUNER GR SPORT,"2.8L,TURBO,DIESEL","2,755cc",204hp,175km/h,10.5 sec,"$55,000 ",Diesel/Petrol,7,500 Nm
Toyota,INNOVA HYCROSS,2.0L HYBRID,"1,987cc",184hp,165km/h,9.5 sec,"$40,000 ",Hybrid,7,250 nm
Toyota,COASTER,"4.0L,DIESEL","4,009cc",134hp,N/A,,"$70,000 ",Diesel,20,500 Nm
Toyota,URBAN CRUISER TAISOR,"1.5L,HYBRID","1,490cc",114hp,170km/h,11 sec,,Petrol,5,130 Nm
Toyota,AYGO X,"1.0L,INLINE-3",998cc,71hp,160km/h,14.8 sec,"$18,000 ",Petrol,4,93 Nm
Toyota,HILUX REVO ROCCO,"2.8L,TURBO,DIESEL","2,755cc",204hp,175km/h,10.0 sec,"$50,000 ",Diesel,cinco,500 Nm
Toyota,PROACE VERSO ELECTRIC,ELECTRIC MOTOR,75KWH,136hp,130km/h,13.5 sec,??,Electric,7,280 Nm
Toyota,CENTURY SUV,"3.5L,V6,PLUG IN HYBRID","3,456cc",406hp,200km/h,6.0 sec,"$170,000 ",Petrol,5,500 Nm
Toyota,COROLLA SEDAN HYBRID,"1.8L,HYBRID","1,798cc",134hp,180km/h,10.0 sec,"$24,000 ",Hybrid,5,300 Nm
Toyota,BZ3,ELECTRIC MOTOR,65KWH,241hp,160km/h,7.5 sec,"$35,000 ",Electric,cinco,340 Nm
Toyota,GR YARIS,"1.6L,TURBOCHARGED INLINE-3",desconocido,268hp,230km/h,5.5 sec,"$45,000 ",Petrol,4,390 Nm
Hyundai,SANTA FE,1.6L PETROL + PLUG IN HYBRID SYSTEM,"1,600cc",253hp,180km/h,9.3 sec,"$50,000 ",Petrol/Hybrid,7,420Nm
Hyundai,IONIQ 5,ELECTRIC MOTOR,72.6KWH,225hp,185km/h,7.4 sec,"$41,000 ",Electric,5,350 Nm
Hyundai,Santa Cruz,2.5L Turbocharged Inline-4,"2,500cc",281hp,215km/h,6.5 sec,"$40,799 ",Petrol,5,400 Nm
Hyundai,Kona,1.6L PETROL ,"1,591cc",147hp,185km/h,10. 5 sec,"$20,500 ",petrol/ev,5,400 Nm
Hyundai,Elantra,2.0L Inline-4,"200,0 cc",147hp,210km/h,8.3 sec,"$19,950 ",Petrol/hyrbrid,5,
Nissan,Urvan,2.5L Turbo Diese,nan,2488cc,140km/h,14.0 sec,"$28,000 ",Diesel,15,356 Nm
Hyundai,IONIQ 6,Electric Motor,"53677,4 cc",320hp,185 KMH,5.2 sec,"$41,450 ",Electric,5,350 Nm
Hyundai,Tucson,2.5L Inline-4,"2,500cc",187hp,180km/h,6.1 sec,"$30,500 ",Petrol/Hybrid,5,400
Hyundai,Palisade,3.8L V6,"3,800cc",291hp,240km/h,6.3 sec,"$52,000 ",Petrol,7,355 Nm
Hyundai,Sonata,2.5L Inline-4,"250,0 cc",191hp,240km/h,8 sec,"$25,000 ",Petrol/Hybrid,5,250 Nm
Hyundai,Accent,1.6L Inline-4,"1,600cc",120hp,180km/h,9.8 sec,"$15,000 ",Petrol,5,
Hyundai,Venue,1.6L Inline-4,"1,600cc",121hp,180km/h,9.5 sec,"$18,000 ",Petrol,5,240 Nm
Hyundai,KONA Electric,Electric Motor,39.2kwh,200hp,200km/h,6.1 sec,??,Electric,5,395 Nm
Hyundai,Veloster,2.0L Inline-4,"2,000cc",275hp,220km/h,6 sec,"$25,000 ",Petrol,4,264 Nm
Hyundai,NEXO,Electric Motor,156 cm3,161hp,180km/h,7.8 sec,"$38,000 ",Hydrogen,5,400 Nm
Hyundai,Ioniq,1.6L Inline-4,"1,600cc",139hp,160km/h,8.5 sec,"$18,000 ",Hybrid/Electric,5,295 Nm
Hyundai,Genesis,3.8L V6,"3,800cc",291hp,240km/h,6.3 sec,"$52,000 ",Petrol,5,400 Nm
Hyundai,Azera,3.3L V6,"3,300cc",278hp,240km/h,6.5 sec,55.000€,Petrol,5,250 Nm
Hyundai,Equus,3.3L V6,"3,300cc",278hp,240km/h,6.5 sec,??,Petrol,5,400 Nm
Hyundai,Tiburon,2.0L Inline-4,"2,000cc",160hp,200km/h,8.2 sec,"$19,000 ",Petrol,4,320 Nm
Hyundai,Elantra GT,1.6L Turbo GDI 4-cylinder,"2,000cc",160hp,200km/h,8.3 sec,"$22,000 ",Petrol,5,320 Nm
Volkswagen,Golf,1.5L Turbo I4 / Electric,1498cc/40-58kWh,110-320hp,210km/h,8.5 sec,"$23,000 ",Petrol,5,250 Nm
Volkswagen,Passat,2.0L Turbo I4,1984cc,N/A,210km/h,7.8 sec,"$25,000 ",Petrol,5,250 Nm
Volkswagen,Tiguan,2.0L Turbo I4,1984cc,150-230hp,209km/h,8.5 sec,??,"Petrol, Hybrid",7,300Nm
Volkswagen,Jetta,1.5L Turbo I4,1498cc,150-228hp,210km/h,7.7 sec,"$21,995 ",Petrol,5,250 Nm
Volkswagen,Polo,1.0L Turbo I3 / 1.6L Diesel,999cc/1598cc,80-200hp,190km/h,9.5 sec,"$18,000 ",Petrol,5,175 Nm
Volkswagen,Arteon,2.0L Turbo I4,1984cc,150-280hp,250km/h,5.6 sec,,Petrol,5,350 N·m
Volkswagen,ID.4,Electric,77kWh,201-302hp,160km/h,7.8 sec,"$39,735 ",Electric,5,310 Nm
Volkswagen,Up!,Electric,"32,3 cc",82hp,160km/h,13.0 sec,"$15,000 ",Petrol,4,95 Nm
Volkswagen,Touareg,3.0L V6 Turbo Diesel / 4.0L V8,2967cc/3956cc,231-500hp,235km/h,5.9 sec,"$55,000 ","Petrol, Diesel",5,600 Nm
Volkswagen,Scirocco,2.0L Turbo I4,1984cc,125-280hp,233km/h,6.0 sec,"$35,000 ",Petrol,4,350 Nm
Volkswagen,Beetle,2.0L Turbo I4,1984cc,105-210hp,205km/h,7.0 sec,"$20,000 ",Petrol,4,240 Nm
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967cc,163-258hp,180km/h,7.9 sec,"$40,000 ",Diesel,5,550 Nm
Volkswagen,T-Roc,2.0L Turbo I4,1984cc,115-300hp,205km/h,7.2 sec,"$30,000 ",Petrol,5,320 Nm
Volkswagen,Sharan,2.0L Turbo I4,1984cc,150-220hp,200km/h,9.3 sec,33.000€,"Petrol, Diesel",7,280 Nm
Volkswagen,Caddy,1.5L Turbo I4,1498cc,102-150hp,185km/h,10.5 sec,??,"Petrol, Diesel",7,250 Nm
Nissan,NV1500,4.0L V6,3954 cc,261HP,160km/h,9.5 sec,"$33,000 ",Petrol,12,385 Nm
Volkswagen,Taigo,1.5L Turbo I4,1498cc,95-150hp,183km/h,10.0 sec,"$24,000 ",Petrol,5,200 Nm
Volkswagen,California,2.0L Turbo I4,1984cc,150HP,180km/h,13.0 sec,"$70,000 ",Diesel,7,340 N·m
Volkswagen,ID.3,Electric,5877 cm3,204hp,160km/h,7.3 sec,"$35,000 ",Electric,5,
Volkswagen,ID. Buzz,Electric,77kWh,204hp,145km/h,10.2 sec,"$59,995 ",electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,"198,4 cc",245hp,250km/h,5.9 sec,,Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984cc,315hp,250km/h,4.6 sec,"$44,640 ",Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968cc,190-240hp,220km/h,7.8 sec,"$36,000 ",Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984cc,204hp,238km/h,6.7 sec,"$28,000 ",Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,"99,9 cc",115hp,196km/h,8.8 sec,,Petrol,cuatro,200 Nm
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999cc/1498cc,95-150hp,200km/h,10.2 sec,"$25,000 ",Petrol,5,250 Nm
Volkswagen,ID.5,Electric,77kWh,174-299hp,180km/h,8.4 sec,"$45,000 ",Electric,5,310 Nm
Volkswagen,ID. Buzz Cargo,Electric,77kWh,204hp,,10.2 sec,55.000€,Electric,3,310 Nm
Volkswagen,Touareg R,Plug-in Hybrid V6,2995cc,462hp,250km/h,5.1 sec,"$70,000 ",Hybrid,5,700 Nm
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395cc/1968cc,150-218hp,190km/h,9.4 sec,"$50,000 ","Petrol, Hybrid",siete,350 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199cc,75-95hp,190 KMH,10.5 sec,"$22,000 ",Diesel,5,250 Nm
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498cc,,210km/h,8.9 sec,30.000€,petrol,5,250 Nm
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968cc,147-200hp,210km/h,7.1 sec,"$35,000 ",Petrol,5,350 Nm
Volkswagen,Scirocco R,2.0L Turbo I4,1984cc,280hp,250 KMH,5.5 sec,"$40,000 ",Petrol,4,350
Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984cc,184-230hp,215km/h,7.6 sec,"$35,000 ",Petrol,7,320 Nm
Volkswagen,Arteon 4MOTION,2.0L Turbo I4,1984cc,190-320hp,250km/h,5.6 sec,"$48,000 ",Petrol,5,350 Nm
Volkswagen,ID.4 GTX,Electric AWD,77kWh,299hp,180km/h,6.2 sec,"$50,000 ",Electric,5,460 nm
Volkswagen,ID.3 Pro,Electric,58kWh,204hp,160km/h,7.3 sec,"$35,000 ",electric,5,
Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,1498cc/1968cc,130-150hp,220km/h,7.5 sec,"$32,000 ",Petrol,5,320 Nm
Volkswagen,Crafter,2.0L Turbo Diesel I4,1968cc,102-177hp,160km/h,13.0 sec,,Diesel,3,410 Nm
Volkswagen,Lupo,1.4L I3 Gas / 1.2L Diesel I3,1390cc/1199cc,60-75hp,170km/h,14.3 sec,"$15,000 ",Petrol,4,120 Nm
Volkswagen,Corrado,2.9L VR6,2861cc,190hp,235km/h,6.4 sec,,Petrol,4,245 Nm
Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,2967cc/5998cc,240-450hp,250,6.1 sec,85.000€,Petrol,5,560 Nm
Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,1197cc/1984cc,105-210hp,217km/h,8.4 sec,??,Petrol,4,200 Nm
Volkswagen,Santana,1.5L I4 Gas,1498cc,110hp,190km/h,12.9 sec,"$15,000 ",Petrol,5,145 Nm
Volkswagen,Polo Vivo,1.4L I4 Gas / 1.6L I4 Gas,13901598 cm3,85-105hp,170km/h,10.8 sec,"$14,000 ",Petrol,5,132 Nm
Volkswagen,Karmann Ghia,1.2L I4 Gas,1192cc,34-60hp,138km/h,23.0 sec,25.000€,Petrol,2,106 nm
Volkswagen,Fox,1.2L I4 Gas / 1.4L I4 Gas,1198cc/1390cc,55-75hp,148km/h,17.5 sec,"$12,000 ",Petrol,5,93 Nm
Volkswagen,Vento,1.6L I4 Gas / Diesel,1598cc,105-110hp,186km/h,11.7 sec,"$18,000 ",Petrol,5,153 Nm
Volkswagen,Golf Electric,Electric,35.8kWh,136HP,140km/h,10.4 sec,33.000€,Electric,5,290 Nm
Volkswagen,Bora,1.6L I4 Gas / 1.9L I4 Diesel,1598cc/1896cc,100-150hp,200km/h,9.4 sec,"$20,000 ",Petrol,5,220 Nm
Volkswagen,Teramont,2.0L I4 Turbo / 3.6L V6 Gas,1984cc/3597cc,235-276hp,190km/h,8.6 sec,"$32,000 ",Petrol,7,350 Nm
Volkswagen,Taos,1.5L I4 Turbo,1498cc,158-hp,193km/h,8.4 sec,"$24,000 ",Petrol,5,250 Nm
Volkswagen,Up! Cabriolet,1.0L I3 Turbo,999cc,82-115hp,160km/h,12.4 sec,"$18,000 ",Petrol,4,95 Nm
Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,desconocido,115-150hp,205 kmh,9.6 sec,,Petrol,4,250 Nm
Volkswagen,Passat CC,2.0L I4 Turbo,1984 cc,200-280hp,240km/h,7.3 sec,??,Petrol,5,280 Nm
Volkswagen,Transporter,2.0L I4 Turbo Diesel,1968cc,184-hp,180km/h,12.2 sec,"$35,000 ",Diesel,9,340 Nm
Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,"296,7 cc",204-258hp,191km/h,7.9 sec,"$45,000 ",diesel,cinco,580 Nm
Volkswagen,ID.2,Electric,~50kWh(Estimate),170HP,160km/h,8.0 sec,"$25,000 ",Electric,5,220 Nm
Volkswagen,Polo TDI,1.4L I4 Diesel / 1.6L Diesel,1390cc/1598cc,75-105hp,190km/h,9.9 sec,"$20,000 ",Diesel,5,250 Nm
Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),1395cc+ElectricMotor,204hp,,7.6 sec,"$40,000 ",Hybrid,5,350 Nm
Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,3956cc,421hp,250 KMH,4.9 sec,70.000€,Petrol,5,770 Nm
Volkswagen,Beetle Dune,1.4L I4 Turbo,1395cc,150hp,200km/h,7.5 sec,"$30,000 ",Petrol,4,250 Nm
Volkswagen,Passat B8,1.5L I4 Turbo / 2.0L Diesel,1498cc/1968cc,150-280hp,210 Km/h,8.7 sec,"$28,000 ",Petrol,5,250 Nm
Volkswagen,ID.4 Pro S,Electric,77kWh,201hp,,7.8 sec,"$45,000 ",Electric,5,310Nm
Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,1197cc/1984cc,105-210hp,217km/h,8.4 sec,"$30,000 ",Petrol,4,200 Nm
Volkswagen,Golf Country,1.8L I4 Gas,1781cc,98hp,165km/h,12.0 sec,"$25,000 ",Petrol,5,170 Nm
Volkswagen,Jetta GLI,2.0L I4 Turbo,1984cc,228hp,250km/h,6.5 sec,"$31,000 ",Petrol,5,350 Nm
Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,1984cc,150-320hp,250km/h,5.6 sec,"$50,000 ",Petrol,5,420 Nm
Volkswagen,T-Cross R-Line,1.0L I3 Turbo / 1.5L I4 Turbo,999cc/1498cc,115-150hp,N/A,8.5 sec,"$27,000 ",Petrol,5,250 Nm
Volkswagen,Golf R32,3.2L VR6,3189cc,240hp,250km/h,6.2 sec,"$40,000 ",Petrol,5,320 Nm
Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,1598cc/1984cc,120-240hp,220km/h,8.5 sec,"$26,000 ",Petrol,5,280 Nm
Volkswagen,Scirocco 16V,1.8L I4 Gas,1781cc,137hp,220km/h,7.1 sec,"$35,000 ",Petrol,cuatro,230 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199cc,75-95hp,190km/h,10.5 sec,"$20,000 ",Diesel,5,210 Nm
Volkswagen,Golf Variant GTD,2.0L Diesel I4,1968cc,184hp,230km/h,7.5 sec,"$38,000 ",Diesel,5,380 Nm
Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,1598cc,272hp,200km/h,4.1 sec,"$45,000 ",Petrol,5,400 nm
Volkswagen,ID. Buzz Pro,Electric,77CC,204hp,145km/h,10.2 sec,"$60,000 ",Electric,7,310 Nm
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395cc,170hp,210km/h,8.6 sec,,Hybrid,5,250 Nm
Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,1968cc,150-200hp,220km/h,7.8 sec,"$35,000 ",Petrol,5,320 Nm
Volkswagen,XL1,Plug-in Hybrid (0.8L I2 Diesel),800cc+ElectricMotor,68hp,160km/h,11.9 sec,"$150,000 ",Hybrid,2,140 Nm
Volkswagen,Golf TDI,2.0L Diesel I4,1968cc,150-184hp,220km/h,8.0 sec,"$28,000 ",Diesel,5,350 Nm
Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,"1498196,8 cc",150-240hp,220km/h,8.5 sec,"$30,000 ",Petrol,5,280 Nm
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,1984cc,300hp,240km/h,6.7 sec,"$30,000 ",Petrol,5,320 Nm
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395cc,170hp,210km/h,8.6 sec,"$28,000 ",Hybrid,5,250 Nm
Volkswagen,ID.3 GTX,Electric,77kWh,299hp,180km/h,6.2 sec,"$45,000 ",Electric,5,310 Nm
Volkswagen,Arteon R-Line,2.0L I4 Turbo,1984cc,190-280hp,250km/h,5.6 sec,"$50,000 ",Petrol,5,420 Nm
Volkswagen,Golf TGI,1.5L I4 CNG,1498CC,130hp,220km/h,8.8 sec,"$30,000 ",Petrol,5,200 Nm
Volkswagen,Scirocco GTS,2.0L I4 Turbo,1984CC,220hp,246km/h,6.5 sec,"$35,000 ",Petrol,cuatro,350 Nm
Volkswagen,Caddy Maxi,2.0L Diesel I4,1968cc,122-150hp,180km/h,12.0 sec,"$25,000 ",Diesel,,250 Nm
Volkswagen,Lupo 3L,1.2L Diesel I3,1199cc,61hp,165km/h,14.5 sec,"$20,000 ",Diesel,4,140 Nm
Volkswagen,Polo Beats,1.0L I3 Turbo,desconocido,95hp,187km/h,9.5 sec,"$22,000 ",Petrol,5,175 Nm
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395cc,N/A,210km/h,7.4 sec,"$32,000 ",Hybrid,5,330 Nm
Volkswagen,Golf TCR,2.0L I4 Turbo,1984cc,290hp,250km/h,5.6 sec,??,Petrol,5,370 Nm
Volkswagen,Tiguan R-Line,2.0L I4 Turbo,1984cc,190-230hp,250km/h,4.9 sec,"$45,000 ",Petrol,5,420 Nm
Volkswagen,Sharan Business,2.0L Diesel I4,1968cc,150-184hp,200 KMH,8.3 sec,"$35,000 ",diesel,7,350 Nm
Volkswagen,ID. Buzz Cargo Pro,Electric,77kWh,N/A,145km/h,10.2 sec,"$55,000 ",Electric,2,310 Nm
Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,1984cc,280hp,250km/h,5.6 sec,??,Petrol,cinco,350 Nm
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984cc,228hp,250km/h,6.5 sec,"$31,000 ",Petrol,cinco,350 Nm
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984cc,174hp,205 Km/h,7.0 sec,"$25,000 ",Petrol,4,
Volkswagen,Golf Variant TDI,2.0L Diesel I4,1968cc,150-184hp,220km/h,7.8 sec,"$30,000 ",Diesel,5,350 Nm
Volkswagen,Golf 4MOTION,2.0L Diesel I4,1968cc,150-hp,250km/h,4.9 sec,40.000€,Petrol,5,400 Nm
Volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,1395cc/1968cc,147-hp,200km/h,8.5 sec,"$27,000 ",Petrol,5,250 Nm
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984 cm3,207HP,237km/h,6.7 sec,"$30,000 ",Petrol,5,320
Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,2967cc,231-340hp,235km/h,7.5 sec,"$60,000 ",Petrol,5,450 Nm
Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,1395cc+Battery,245hp,200km/h,7.5 sec,"$42,000 ",Hybrid,5,400 Nm
Volkswagen,Up! e-up!,Electric,32.3kWh,83hp,130km/h,11.9 sec,"$23,000 ",Electric,4,210 N·m
Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,3996cc,310-340hp,210km/h,7.4 sec,"$70,000 ",Diesel,5,580 Nm
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984cc,265hp,250km/h,5.9 sec,45.000€,Petrol,4,380 Nm
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968cc,190hp,,8.0 sec,,Diesel,5,400 Nm
Volkswagen,ID. Buzz Cargo EV,Electric,77kWh,204hp,145km/h,10.2 sec,"$55,000 ",Electric,2,310 Nm
Nissan,Versa,1.6L Inline-4,,122HP,180km/h,10.4 sec,"$16,700 ",Petrol,5,154 Nm
Nissan,Micra,1.0L Turbocharged Inline-3,999cc,100HP,175km/h,10.8 sec,"$15,500 ",Petrol,5,160
Nissan,Patrol Platinum,5.6L V8,5552 cm3,400HP,,7.3 sec,"$77,000 ",Petrol,7,560 Nm
Nissan,Qashqai,1.3L Turbocharged Inline-4,1332cc,156HP,195km/h,8.9 sec,"$26,000 ",Petrol,,260 Nm
Nissan,Murano,3.5L V6,3498cc,260HP,210km/h,7.5 sec,"$39,000 ",Petrol,5,325 N·m
Nissan,Maxima Platinum,3.5L V6,3498cc,N/A,220km/h,6.2 sec,45.000€,Petrol,5,353 Nm
Nissan,Armada,5.6L V8,5552cc,400HP,210km/h,6.5 sec,51.000€,Petrol,8,560 Nm
Nissan,Kicks,1.6L Inline-4,1598CC,122HP,180km/h,10.7 sec,20.000€,Petrol,5,154 Nm
Nissan,X-Trail,1.5L Turbocharged Inline-3,1498cc,201HP,200km/h,8.0 sec,"$29,000 ",Hybrid,5,305 Nm
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997cc,400HP,250km/h,4.5 sec,??,Petrol,2,475 Nm
Nissan,Almera,1.0L Turbocharged Inline-3,999cc,N/A,185km/h,10.7 sec,"$14,500 ",Petrol,5,160 Nm
Nissan,Sylphy,1.8L Inline-4,,137HP,190km/h,9.6 sec,"$18,000 ",Petrol,5,174Nm
Nissan,Note,1.2L Inline-3 Hybrid,1198cc,109HP,170 KMH,11.5 sec,"$16,000 ",Hybrid,5,150 N·m
Nissan,Sunny,1.6L Inline-4,1598cc,118HP,180km/h,11.0 sec,"$15,000 ",Petrol,5,156 Nm
Nissan,Cube,1.8L Inline-4,1798cc,122 hp,175km/h,10.6 sec,"$14,500 ",Petrol,5,171 Nm
Nissan,Juke,1.0L Turbocharged Inline-3,999CC,117HP,180km/h,10.4 sec,"$25,000 ",PETROL,5,180 Nm
Nissan,Terrano,1.5L Inline-4 Diesel,1461cc,110HP,168km/h,13.5 sec,"$15,500 ",Diesel,5,248 Nm
Nissan,Magnite,1.0L Turbocharged Inline-3,999cc,100HP,160km/h,13.0 sec,"$12,000 ",Petrol,5,160 Nm
Nissan,Xterra,4.0L V6,3954cc,,200km/h,7.8 sec,??,Petrol,7,381 Nm
Nissan,Patrol,5.6L V8,desconocido,400HP,210km/h,7.3 sec,"$77,000 ",Petrol,7,560 Nm
Nissan,GT-R NISMO,3.8L Twin-Turbo V6,3799cc,600HP,330km/h,2.9 sec,"$220,000 ",Petrol,2,652 Nm
Nissan,370Z Roadster,3.7L V6,desconocido,332HP,250km/h,5.5 sec,"$41,820 ",Petrol,2,366 Nm
Nissan,Ariya,Dual Electric Motors,87kWh,389HP,200km/h,5.1 sec,??,Electric,5,600 Nm
Nissan,Patrol Royale,5.6L V8,5552CC,400HP,,6.6 sec,"$85,000 ",Petrol,7,560 Nm
Nissan,Infiniti QX80*,5.6L V8,5552CC,400HP,210km/h,6.5 sec,"$70,600 ",Petrol,7,560 Nm
Nissan,Tiida,1.6L Inline-4,1598cc,126HP,190km/h,10.1 sec,"$14,500 ",Petrol,5,154 Nm
Nissan,Pulsar,1.2L Turbocharged Inline-4,,115HP,190km/h,10.7 sec,"$19,000 ",Petrol,5,190 Nm
Nissan,Latio,1.5L Inline-4,,102HP,175km/h,11.5 sec,13.000€,Petrol,5,139 Nm
Nissan,Bluebird Sylphy,2.0L Inline-4,1997cc,133HP,185km/h,10.5 sec,"$18,500 ",Petrol,5,191 Nm
Nissan,March,1.2L Inline-3,1198cc,79HP,170km/h,13.7 sec,??,Petrol,5,106 Nm
Nissan,Rogue Sport,2.0L Inline-4,1997cc,141HP,190km/h,9.8 sec,"$24,960 ",Petrol,5,199 Nm
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997cc,179HP,180km/h,9.4 sec,"$28,500 ",Hybrid,5,207 Nm
Nissan,Pathfinder Rock Creek,3.5L V6,3498cc,284HP,190km/h,7.4 sec,"$42,820 ",Petrol,7,351 Nm
Nissan,Armada Platinum,5.6L V8,5552cc,N/A,210km/h,6.5 sec,??,Petrol,8,560 Nm
Nissan,Terrano XL,1.6L Inline-4,1598cc,104HP,165km/h,12.5 sec,,Petrol,5,145 N·m
Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,3799cc,720HP,315km/h,2.5 sec,"$1,100,000 ",Petrol,2,780 Nm
Nissan,370Z NISMO,3.7L V6,3696cc,350HP,250km/h,5.2 sec,45.790€,Petrol,2,374
Nissan,Ariya E-4ORCE,Dual Electric Motors,87kWh,389HP,200km/h,5.1 sec,"$60,000 ",Electric,5,600 Nm
